id log2FoldChange
ENSG00000188293 6.72415009073679
ENSG00000113657 6.18548124228956
ENSG00000131171 6.01384365817706
ENSG00000092964 6.00681639128309
ENSG00000134321 5.13919532152102
ENSG00000265735 5.08416890499099
ENSG00000179222 4.7657873805795
ENSG00000268621 3.93527233672654
ENSG00000185565 3.77310865671881
ENSG00000180353 3.71279429296561
ENSG00000134326 3.62196891568434
ENSG00000143469 3.52955277075627
ENSG00000136244 3.40786320328806
ENSG00000137440 3.33479764655166
ENSG00000186847 3.26219303897746
ENSG00000226145 3.13702539994206
ENSG00000109685 3.12209522857226
ENSG00000183287 3.05029305748447
ENSG00000138395 2.99633787347883
ENSG00000253972 2.81048626653284
ENSG00000233532 2.80292655617307
ENSG00000178150 2.78989111991779
ENSG00000144724 2.75185610749021
ENSG00000101825 2.70097766290588
ENSG00000091592 2.66034317848732
ENSG00000171105 2.64832209402882
ENSG00000196154 2.61110961945296
ENSG00000163661 2.59398316293098
ENSG00000008118 2.58873630028063
ENSG00000100097 2.54302474597536
ENSG00000166033 2.5263558170062
ENSG00000169926 2.51149909101529
ENSG00000175592 2.49866948761277
ENSG00000162105 2.48618423283979
ENSG00000065320 2.45727785641584
ENSG00000144655 2.29024559718056
ENSG00000198626 2.28177686342369
ENSG00000129270 2.2704878892186
ENSG00000261553 2.23967264845186
ENSG00000198910 2.1841106427625
ENSG00000135114 2.1527985908563
ENSG00000197457 2.13492121703078
ENSG00000237187 2.12584049442537
ENSG00000108448 2.11237745831022
ENSG00000250548 2.09612293251712
ENSG00000134531 2.08424620605734
ENSG00000157168 2.08328522831762
ENSG00000101276 2.08124123240965
ENSG00000108602 2.07045039435282
ENSG00000169174 2.03462201831285
ENSG00000175315 2.03307369356567
ENSG00000144136 2.02743880220108
ENSG00000251169 2.02282870927172
ENSG00000101213 2.01064086525425
ENSG00000205426 2.00406052599258
ENSG00000185567 1.99847907998217
ENSG00000164574 1.99539078448532
ENSG00000168685 1.98568638011603
ENSG00000022267 1.97950904528736
ENSG00000148053 1.90961671874626
ENSG00000172818 1.87359677351746
ENSG00000095303 1.8676725091519
ENSG00000131459 1.86578216122084
ENSG00000103942 1.84903755933388
ENSG00000116678 1.84070158596262
ENSG00000197943 1.82458109641863
ENSG00000140961 1.79042271056809
ENSG00000125089 1.78479806434544
ENSG00000136999 1.7836069955543
ENSG00000102452 1.78003571621882
ENSG00000187244 1.76170389344656
ENSG00000222009 1.75867620074899
ENSG00000139318 1.75512966315261
ENSG00000140022 1.75497198026801
ENSG00000013588 1.74870352696928
ENSG00000124882 1.73627856457516
ENSG00000221926 1.72683475289405
ENSG00000142156 1.72106190894922
ENSG00000099194 1.72053711450296
ENSG00000150782 1.72007229301407
ENSG00000123191 1.71842845210442
ENSG00000158246 1.70013607009467
ENSG00000141527 1.69091597595713
ENSG00000175793 1.68781240459922
ENSG00000118922 1.67873948954512
ENSG00000225383 1.67747264040153
ENSG00000135362 1.67504951119238
ENSG00000130702 1.6629684675252
ENSG00000171223 1.6628480449875
ENSG00000113504 1.66198789428565
ENSG00000189334 1.66087805717808
ENSG00000078018 1.65699655145073
ENSG00000261069 1.65005853761765
ENSG00000151726 1.64932991456641
ENSG00000272695 1.6484837453072
ENSG00000175602 1.63707369057021
ENSG00000104219 1.63576690438159
ENSG00000090061 1.62322712576378
ENSG00000151651 1.62103660531015
ENSG00000272734 1.60234813371444
ENSG00000184557 1.5956605250167
ENSG00000167779 1.59285192666947
ENSG00000136689 1.58869291213051
ENSG00000169245 1.58462619990676
ENSG00000167996 1.57304402698156
ENSG00000075223 1.56985079166053
ENSG00000137331 1.5647028330613
ENSG00000198142 1.5579478440572
ENSG00000116761 1.5345540233113
ENSG00000181634 1.52586158103517
ENSG00000181649 1.52484788388526
ENSG00000105357 1.52331322528258
ENSG00000224959 1.51542800587413
ENSG00000155090 1.51144540711374
ENSG00000185499 1.50991424478039
ENSG00000197249 1.501322051823
ENSG00000222047 1.50104653070347
ENSG00000197747 1.48183742949136
ENSG00000009790 1.48004785194529
ENSG00000229152 1.47797565857513
ENSG00000170190 1.47222983721848
ENSG00000135919 1.45961491758794
ENSG00000134107 1.45328958410876
ENSG00000272060 1.45031624633847
ENSG00000088448 1.44789979670453
ENSG00000151014 1.4432988651229
ENSG00000124762 1.43982611138213
ENSG00000186480 1.43151787309694
ENSG00000158825 1.42641467862804
ENSG00000163545 1.41506005496201
ENSG00000102760 1.41268883116825
ENSG00000139832 1.40833275090832
ENSG00000170955 1.39777726009177
ENSG00000197279 1.3962627782071
ENSG00000153487 1.3928523812434
ENSG00000178209 1.3856951592241
ENSG00000116701 1.38249945192505
ENSG00000091622 1.3757508866239
ENSG00000038427 1.37141843585003
ENSG00000113070 1.36831300608852
ENSG00000136153 1.36334419477172
ENSG00000142623 1.36045334589779
ENSG00000081320 1.35993096036618
ENSG00000086544 1.35824138341495
ENSG00000137745 1.35563217542527
ENSG00000196562 1.35486354713434
ENSG00000249790 1.35356080634166
ENSG00000034152 1.35316796010967
ENSG00000170477 1.35269018179549
ENSG00000116675 1.34838901531673
ENSG00000235823 1.34584411142053
ENSG00000182809 1.34251986481512
ENSG00000183696 1.3416774370282
ENSG00000171552 1.34164257207316
ENSG00000179094 1.34135409938721
ENSG00000128578 1.34050939337766
ENSG00000166352 1.33816720486918
ENSG00000224078 1.3348275382223
ENSG00000137449 1.32874448617046
ENSG00000088726 1.32545441623627
ENSG00000221869 1.32113130206058
ENSG00000152767 1.31969934656745
ENSG00000135047 1.31892351535943
ENSG00000213694 1.3120709548044
ENSG00000186832 1.3105359444152
ENSG00000081277 1.30275277274573
ENSG00000104783 1.30195164028391
ENSG00000165929 1.29911539162208
ENSG00000156475 1.29027033835582
ENSG00000163053 1.28557788476831
ENSG00000101439 1.27387007084111
ENSG00000110090 1.26979667338854
ENSG00000169242 1.26950024553191
ENSG00000140945 1.26741980367717
ENSG00000182107 1.26459847912029
ENSG00000132481 1.26441691106626
ENSG00000165997 1.26070531456783
ENSG00000231107 1.25343057278265
ENSG00000067141 1.25329767907294
ENSG00000197461 1.25224848065145
ENSG00000115935 1.25176843813343
ENSG00000141480 1.24958681240457
ENSG00000164626 1.24774950468843
ENSG00000181019 1.24564009935469
ENSG00000186594 1.24193714355997
ENSG00000135074 1.23982007534879
ENSG00000136235 1.23969329835333
ENSG00000112972 1.23758656996049
ENSG00000090661 1.23575759844848
ENSG00000146232 1.23275366983074
ENSG00000162413 1.23269368282273
ENSG00000142627 1.23118917674778
ENSG00000171903 1.23066320906309
ENSG00000178695 1.22882990387386
ENSG00000173166 1.22669321470076
ENSG00000170456 1.22373887226257
ENSG00000240163 1.22182928225394
ENSG00000188910 1.22174351730781
ENSG00000087842 1.21875644820432
ENSG00000139289 1.21866369527675
ENSG00000239887 1.21724911683078
ENSG00000019549 1.20985980331041
ENSG00000162757 1.20957551632574
ENSG00000042286 1.20734366653908
ENSG00000125898 1.1955745050839
ENSG00000143217 1.19277674296273
ENSG00000116717 1.1926419398754
ENSG00000271933 1.19107885274667
ENSG00000138646 1.18357558381371
ENSG00000106479 1.18154237898923
ENSG00000137628 1.18006851799708
ENSG00000081041 1.18003427869907
ENSG00000117114 1.17913431920018
ENSG00000172927 1.17741382109502
ENSG00000110047 1.17652735889356
ENSG00000206075 1.17412544451839
ENSG00000130164 1.17388880644579
ENSG00000087074 1.16977167446266
ENSG00000164237 1.16391735236782
ENSG00000042062 1.16231943231873
ENSG00000183087 1.16042852058654
ENSG00000177469 1.15759397610095
ENSG00000177732 1.15682069860214
ENSG00000117472 1.15606318963091
ENSG00000148926 1.15321245854269
ENSG00000269902 1.15260448684389
ENSG00000100906 1.15025010342114
ENSG00000115363 1.14470561080885
ENSG00000163235 1.14338420332135
ENSG00000214049 1.1430314764098
ENSG00000120162 1.14090387019964
ENSG00000160888 1.13910597715386
ENSG00000138685 1.13578471850255
ENSG00000147804 1.13536315149308
ENSG00000152503 1.13408024059141
ENSG00000172716 1.13208634572144
ENSG00000154127 1.13110816391958
ENSG00000076356 1.12660795925076
ENSG00000011422 1.12350971205115
ENSG00000184985 1.11985632918375
ENSG00000176092 1.11959199063502
ENSG00000255874 1.11874366832701
ENSG00000127946 1.11836902960922
ENSG00000185950 1.11636361759457
ENSG00000167549 1.11614825133253
ENSG00000187498 1.11580969440139
ENSG00000172345 1.11463056904098
ENSG00000189280 1.1137315951996
ENSG00000173846 1.1054333901409
ENSG00000135318 1.10305584459239
ENSG00000111696 1.10175667770033
ENSG00000128342 1.10007188303394
ENSG00000165272 1.0992361780471
ENSG00000119862 1.09545742373071
ENSG00000152380 1.09340407627918
ENSG00000101224 1.08072138464148
ENSG00000186104 1.0805260774661
ENSG00000179630 1.08036692567818
ENSG00000125841 1.07942564451415
ENSG00000112183 1.07720571917449
ENSG00000179674 1.0748837845946
ENSG00000160211 1.07090175861445
ENSG00000165521 1.07046165331324
ENSG00000260033 1.0663809452829
ENSG00000177494 1.06611570205604
ENSG00000080824 1.06289510722581
ENSG00000182782 1.05977915711888
ENSG00000169851 1.05877182271364
ENSG00000005001 1.05787745824007
ENSG00000104856 1.05479385879753
ENSG00000180667 1.05264788750737
ENSG00000185022 1.05173433335504
ENSG00000189337 1.05090332549381
ENSG00000136158 1.04593465001945
ENSG00000132510 1.04395839484827
ENSG00000206503 1.04302944813784
ENSG00000136098 1.04291573190982
ENSG00000147010 1.03763652649976
ENSG00000172965 1.03431276269294
ENSG00000266658 1.03221079640202
ENSG00000082458 1.03031435365203
ENSG00000185115 1.02893479726781
ENSG00000081059 1.02665677701105
ENSG00000156675 1.02307312488613
ENSG00000033122 1.01997461316238
ENSG00000052802 1.01989132614325
ENSG00000156030 1.01987655065434
ENSG00000131069 1.01707988361753
ENSG00000158321 1.01552308663399
ENSG00000150995 1.01472158936844
ENSG00000196924 1.0116862931141
ENSG00000231566 1.01022414224705
ENSG00000100605 1.00845191468792
ENSG00000131876 1.00661644740627
ENSG00000165895 1.00498368125683
ENSG00000119986 1.00283287736459
