id log2FoldChange
ENSG00000177570 -2.65502086476158
ENSG00000156804 -2.6449788989393
ENSG00000163590 -2.64220810788846
ENSG00000113594 -2.61845651893727
ENSG00000165959 -2.61434520460718
ENSG00000133216 -2.61389302310185
ENSG00000196937 -2.60789691825912
ENSG00000138623 -2.59513210333126
ENSG00000197506 -2.58788278853582
ENSG00000105877 -2.58040282341499
ENSG00000107159 -2.57217233839631
ENSG00000178726 -2.56625548878606
ENSG00000171766 -2.56367470534178
ENSG00000165449 -2.56074586404698
ENSG00000170542 -2.55731921030195
ENSG00000111319 -2.55590236561532
ENSG00000071575 -2.5539911925842
ENSG00000248323 -2.55269989462515
ENSG00000196533 -2.53713940615621
ENSG00000164733 -2.53417221270892
ENSG00000146411 -2.53272413224823
ENSG00000197696 -2.53251109983826
ENSG00000232774 -2.52887252277491
ENSG00000152229 -2.48154622497235
ENSG00000134202 -2.47085043995216
ENSG00000111846 -2.46584844446255
ENSG00000106976 -2.46408367966649
ENSG00000091986 -2.45603587446477
ENSG00000131016 -2.45194558121848
ENSG00000162636 -2.45042994737279
ENSG00000104219 -2.43843965147436
ENSG00000128342 -2.42857480562781
ENSG00000135605 -2.42166016230928
ENSG00000101955 -2.4179723585196
ENSG00000125538 -2.41780343021686
ENSG00000143162 -2.41126190225684
ENSG00000108244 -2.39955006152868
ENSG00000140416 -2.39357814994312
ENSG00000182326 -2.38215714407835
ENSG00000152078 -2.36643459022399
ENSG00000135048 -2.36474696080254
ENSG00000177706 -2.3463441805867
ENSG00000115594 -2.32877989070404
ENSG00000137801 -2.31167655767285
ENSG00000138771 -2.30968293653608
ENSG00000162409 -2.30311793197525
ENSG00000164176 -2.28781797574358
ENSG00000117016 -2.27594257267832
ENSG00000051523 -2.27566417222059
ENSG00000162631 -2.25627990818179
ENSG00000162512 -2.25352193555657
ENSG00000129514 -2.24643251077025
ENSG00000134243 -2.23650976779309
ENSG00000070729 -2.2248617228109
ENSG00000185885 -2.21623063943378
ENSG00000171617 -2.20190707444994
ENSG00000042980 -2.19806948920886
ENSG00000145536 -2.18511383410494
ENSG00000151150 -2.17527175641794
ENSG00000242948 -2.17511583462344
ENSG00000151575 -2.17400424241002
ENSG00000111348 -2.17007288645777
ENSG00000088367 -2.16067057531087
ENSG00000188549 -2.1544050057173
ENSG00000215417 -2.15153617077277
ENSG00000163171 -2.14918083561051
ENSG00000170421 -2.14749456737507
ENSG00000142102 -2.13712788160194
ENSG00000185015 -2.13383298462023
ENSG00000162836 -2.12929606942863
ENSG00000117228 -2.10200986126405
ENSG00000138821 -2.09675600269004
ENSG00000121691 -2.07214039009822
ENSG00000149289 -2.05452003393075
ENSG00000259498 -2.04618317062654
ENSG00000142089 -2.03897370344637
ENSG00000164379 -2.03317484761811
ENSG00000160991 -2.03131735902243
ENSG00000116191 -2.02961822758249
ENSG00000126709 -2.02731083798086
ENSG00000144369 -2.02272982580887
ENSG00000033327 -2.00706352718702
ENSG00000033170 -2.00569742662236
ENSG00000091490 -2.00115397388823
