id log2FoldChange
ENSG00000156113 9.8948999636548
ENSG00000189001 9.75719120552926
ENSG00000134760 9.1004840973047
ENSG00000188508 8.39558840411635
ENSG00000092964 7.34707886696677
ENSG00000131171 6.94355111608171
ENSG00000153885 6.8321246839563
ENSG00000168824 6.79674572089261
ENSG00000102271 6.72292130344452
ENSG00000167768 6.49280152008346
ENSG00000125798 6.32829001482751
ENSG00000186847 5.85809122044797
ENSG00000128849 5.82122337705632
ENSG00000188833 5.78045303758993
ENSG00000167723 5.57853139410934
ENSG00000029534 5.42872596612426
ENSG00000166535 5.41972977113874
ENSG00000166033 5.33171959251347
ENSG00000137440 5.24854719274092
ENSG00000183287 5.15799655595991
ENSG00000115556 5.15550700393421
ENSG00000081277 5.12754575851616
ENSG00000169474 5.03203301679052
ENSG00000130592 4.91864577431889
ENSG00000185567 4.79253153238995
ENSG00000197632 4.75248205203498
ENSG00000198538 4.73519963322295
ENSG00000223573 4.67924629723416
ENSG00000180353 4.57169239571211
ENSG00000108602 4.55533568153359
ENSG00000144063 4.50164942200198
ENSG00000198626 4.49505961264163
ENSG00000182809 4.45032742102566
ENSG00000143369 4.39370285228978
ENSG00000153993 4.38251946506855
ENSG00000099994 4.36098523639297
ENSG00000154227 4.29075436805919
ENSG00000175121 4.22657318989693
ENSG00000162105 4.2108265258122
ENSG00000095303 4.20243026616558
ENSG00000091592 4.20104973957816
ENSG00000149527 4.18857295431947
ENSG00000186832 4.18219890722014
ENSG00000223572 4.12379726529963
ENSG00000180190 4.09287091319482
ENSG00000018236 4.09227209818534
ENSG00000075223 4.09055388319197
ENSG00000142227 4.05789970442815
ENSG00000137975 4.03122143486758
ENSG00000021826 4.01368846684542
ENSG00000092068 3.96020958483454
ENSG00000166165 3.94497052829984
ENSG00000182580 3.88230392725517
ENSG00000237289 3.87047849185838
ENSG00000101825 3.86486572537998
ENSG00000179222 3.85255658386111
ENSG00000100097 3.84999954668074
ENSG00000143816 3.81771119147492
ENSG00000169469 3.76553352162375
ENSG00000196562 3.74659699112843
ENSG00000151726 3.70532196560866
ENSG00000105048 3.69049982575214
ENSG00000169926 3.68974131966126
ENSG00000160712 3.68942253175734
ENSG00000185070 3.61910126729081
ENSG00000188002 3.58952217802732
ENSG00000120913 3.58047703842431
ENSG00000138162 3.55846979214927
ENSG00000180155 3.54504754888671
ENSG00000180638 3.53905711104433
ENSG00000105514 3.53496435641045
ENSG00000167895 3.51907649376017
ENSG00000187244 3.51900048672091
ENSG00000154263 3.47929522129459
ENSG00000108797 3.40928540385333
ENSG00000129270 3.40573469899161
ENSG00000187134 3.39089869806599
